frecuency;magnitude;;;
449984507.042253;-91.8576126098633;;;
450027464.788732;-93.3889083862305;;;
450070422.535211;-93.9041290283203;;;
450113380.28169;-97.0259323120117;;;
450156338.028169;-99.333610534668;;;
450199295.774648;-93.6585311889648;;;
450242253.521127;-96.9827270507813;;;
450285211.267606;-95.4598693847656;;;
450328169.014085;-95.7389526367188;;;
450371126.760563;-98.6318588256836;;;
450414084.507042;-97.5067291259766;;;
450457042.253521;-98.3509521484375;;;
450500000;-98.3521499633789;;;
