frecuency;magnitude;;;
438061971.830986;-94.6185302734375;;;
438078873.239437;-95.0689086914063;;;
438095774.647887;-96.0199890136719;;;
438112676.056338;-98.1536407470703;;;
438129577.464789;-96.6165542602539;;;
438146478.873239;-94.8768539428711;;;
438163380.28169;-98.0851821899414;;;
438180281.690141;-93.7518997192383;;;
438197183.098592;-94.0568161010742;;;
438214084.507042;-96.8017349243164;;;
438230985.915493;-95.1233673095703;;;
438247887.323944;-95.3052825927734;;;
438264788.732394;-95.9625778198242;;;
438281690.140845;-96.3349456787109;;;
438298591.549296;-97.4193954467773;;;
438315492.957747;-97.3035049438477;;;
438332394.366197;-96.1608428955078;;;
438349295.774648;-98.2196044921875;;;
438366197.183099;-95.7090454101563;;;
438383098.591549;-97.1484527587891;;;
438400000;-96.8394393920898;;;
438416901.408451;-95.8923873901367;;;
438433802.816901;-95.9796981811523;;;
438450704.225352;-96.077392578125;;;
438467605.633803;-95.7886734008789;;;
438484507.042253;-95.3828353881836;;;
438501408.450704;-93.0641174316406;;;
438518309.859155;-97.9285430908203;;;
438535211.267606;-96.8720550537109;;;
438552112.676056;-96.3920669555664;;;
438569014.084507;-96.1190414428711;;;
438585915.492958;-94.1593475341797;;;
438602816.901408;-94.1478500366211;;;
438619718.309859;-94.150749206543;;;
438636619.71831;-96.0155563354492;;;
438653521.126761;-97.6096954345703;;;
438670422.535211;-98.337028503418;;;
438687323.943662;-97.8362655639648;;;
438704225.352113;-94.8564147949219;;;
438721126.760563;-94.398811340332;;;
438738028.169014;-94.1800079345703;;;
438754929.577465;-97.5942535400391;;;
438771830.985915;-97.0150680541992;;;
438788732.394366;-94.0080413818359;;;
438805633.802817;-93.0265197753906;;;
438822535.211268;-94.5261611938477;;;
438839436.619718;-94.2358703613281;;;
438856338.028169;-99.8147735595703;;;
438873239.43662;-97.3594741821289;;;
438890140.84507;-96.5189514160156;;;
438907042.253521;-94.2296371459961;;;
438923943.661972;-95.0376434326172;;;
438940845.070423;-97.8283157348633;;;
438957746.478873;-96.3667221069336;;;
438974647.887324;-98.1756134033203;;;
438991549.295775;-97.0282211303711;;;
439008450.704225;-97.2640609741211;;;
439025352.112676;-94.4860382080078;;;
439042253.521127;-97.0228652954102;;;
439059154.929577;-96.2532424926758;;;
439076056.338028;-95.6946487426758;;;
439092957.746479;-95.5253829956055;;;
439109859.15493;-94.199836730957;;;
439126760.56338;-93.8700332641602;;;
439143661.971831;-94.7618789672852;;;
439160563.380282;-93.2160110473633;;;
439177464.788732;-93.2149276733398;;;
439194366.197183;-93.781608581543;;;
439211267.605634;-97.1897888183594;;;
439228169.014085;-97.0905685424805;;;
439245070.422535;-97.2803573608398;;;
439261971.830986;-97.0366058349609;;;
439278873.239437;-98.5164337158203;;;
439295774.647887;-98.7860565185547;;;
439312676.056338;-96.2875442504883;;;
439329577.464789;-95.7064361572266;;;
439346478.873239;-96.9506378173828;;;
439363380.28169;-95.0530471801758;;;
439380281.690141;-93.204475402832;;;
439397183.098592;-95.0966949462891;;;
439414084.507042;-95.2606201171875;;;
439430985.915493;-96.3017730712891;;;
439447887.323944;-96.0255355834961;;;
439464788.732394;-94.8011474609375;;;
439481690.140845;-94.7263793945313;;;
439498591.549296;-96.999382019043;;;
439515492.957747;-98.1926574707031;;;
439532394.366197;-94.3771591186523;;;
439549295.774648;-95.5141448974609;;;
439566197.183099;-94.05712890625;;;
439583098.591549;-93.8498840332031;;;
439600000;-97.7750778198242;;;
439616901.408451;-97.0000534057617;;;
439633802.816901;-96.0259323120117;;;
439650704.225352;-94.2242584228516;;;
439667605.633803;-94.7840576171875;;;
439684507.042253;-96.0954284667969;;;
439701408.450704;-95.9815826416016;;;
439718309.859155;-93.9675903320313;;;
439735211.267606;-95.6363830566406;;;
439752112.676056;-95.0339431762695;;;
439769014.084507;-94.5034790039063;;;
439785915.492958;-95.5635986328125;;;
439802816.901408;-94.4007186889648;;;
439819718.309859;-93.6843185424805;;;
439836619.71831;-97.9208526611328;;;
439853521.126761;-97.2979888916016;;;
439870422.535211;-97.2070922851563;;;
439887323.943662;-94.4983367919922;;;
439904225.352113;-96.5486526489258;;;
439921126.760563;-96.7666397094727;;;
439938028.169014;-95.2223815917969;;;
439954929.577465;-92.6879653930664;;;
439971830.985915;-95.9094009399414;;;
439988732.394366;-98.474494934082;;;
440005633.802817;-95.876106262207;;;
440022535.211268;-95.038459777832;;;
440039436.619718;-96.2659606933594;;;
440056338.028169;-92.6330108642578;;;
440073239.43662;-93.5620574951172;;;
440090140.84507;-98.8791122436523;;;
440107042.253521;-99.2510223388672;;;
440123943.661972;-94.8584442138672;;;
440140845.070423;-95.8840560913086;;;
440157746.478873;-94.4329605102539;;;
440174647.887324;-94.8396911621094;;;
440191549.295775;-95.1481399536133;;;
440208450.704225;-95.6086044311523;;;
440225352.112676;-97.3247451782227;;;
440242253.521127;-98.5227508544922;;;
440259154.929577;-96.7348785400391;;;
440276056.338028;-93.1971130371094;;;
440292957.746479;-98.4394149780273;;;
440309859.15493;-96.501953125;;;
440326760.56338;-90.8889312744141;;;
440343661.971831;-97.2586822509766;;;
440360563.380282;-88.8276443481445;;;
440377464.788732;-87.8685302734375;;;
440394366.197183;-91.5032958984375;;;
440411267.605634;-91.6949234008789;;;
440428169.014085;-96.3001708984375;;;
440445070.422535;-98.1387023925781;;;
440461971.830986;-95.4634170532227;;;
440478873.239437;-95.6200790405273;;;
440495774.647887;-96.2679748535156;;;
440512676.056338;-94.0709686279297;;;
440529577.464789;-97.5005645751953;;;
440546478.873239;-95.8567962646484;;;
440563380.28169;-95.2129211425781;;;
440580281.690141;-95.4631881713867;;;
440597183.098592;-93.2420272827148;;;
440614084.507042;-92.7333221435547;;;
440630985.915493;-94.7996978759766;;;
440647887.323944;-93.3560256958008;;;
440664788.732394;-94.6264572143555;;;
440681690.140845;-92.886116027832;;;
440698591.549296;-92.3190765380859;;;
440715492.957747;-93.502685546875;;;
440732394.366197;-92.1195907592773;;;
440749295.774648;-95.3729705810547;;;
440766197.183099;-93.9546279907227;;;
440783098.591549;-92.1989517211914;;;
440800000;-92.8411102294922;;;
440816901.408451;-96.209846496582;;;
440833802.816901;-97.396858215332;;;
440850704.225352;-93.9560928344727;;;
440867605.633803;-97.1863555908203;;;
440884507.042253;-97.9833450317383;;;
440901408.450704;-94.3222198486328;;;
440918309.859155;-95.7279052734375;;;
440935211.267606;-100.190093994141;;;
440952112.676056;-97.6335067749023;;;
440969014.084507;-99.4103775024414;;;
440985915.492958;-98.8286666870117;;;
441002816.901408;-93.8869934082031;;;
441019718.309859;-95.1281280517578;;;
441036619.71831;-94.1259765625;;;
441053521.126761;-93.76171875;;;
441070422.535211;-91.9258575439453;;;
441087323.943662;-87.7982788085938;;;
441104225.352113;-83.2135391235352;;;
441121126.760563;-81.2343597412109;;;
